Date,Nokia,Apple,RIM,Sony,Samsung,Motorola,Palm,T-Mobile,Nintendo,Google,LG,HTC,Other,Unknown,Huawei,Micromax,ZTE,Pantech,Alcatel,Acer,Kyocera,Casio,Vodafone,Lenovo,Dell,Xiaomi,Fujitsu,Sharp,Pandigital,Turkcell,Spice,Hisense,Coolpad,Archos,K-Touch,General Mobile,Oppo,Asus,HP,Lava,Wiko,bq,Kazam,Avea,BBK,Meizu,OnePlus,Celkon,Casper,AIS,Vestel,InFocus,RCA,Orange,Gionee,Lyf,Reliance Digital,LeEco,Infinix,True,Panasonic,Turk Telecom,White Label,Lanix,Tecno,i-Mobile,Yu,Mobicel,QMobile,Itel,Smartfren,Intex,Blu,dtac,Xolo,Karbonn,Condor,Symphony,MyPhone,BlackBerry,Caterpillar,Meisu,Eken,Cubot,Sunny,Comio,Neffos,Cherry Mobile,Realme,Opp,Vivo,Mobiistar,Smartisan,Sumsung,Honor,Infinex,CAT,Yxtel,Unimax,Reeder,TCL,Mixc,Vsmart,Jio,Cricket
2015-11,8.13,19.3,1.06,3.23,31.76,2.2,,,0.01,0.95,4.36,2.22,0.07,13.58,2.27,2.49,0.53,0.02,0.53,0.06,0.06,,0.15,1.73,,0.7,,0.01,,0.26,0.18,0.15,0.09,0.04,0.01,1.45,0.45,0.85,0.05,0.07,0.07,0.09,0.01,0.06,0.13,0.08,0.09,0.01,0.16,0.11,0.09,0.02,0.01,0.01,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12,7.94,19.21,1.15,3.14,30.92,2.08,,,0.01,0.85,4.19,2.22,0.06,14.91,2.41,2.62,0.51,0.02,0.5,0.06,0.06,,0.14,1.93,,0.73,,0.01,,0.21,0.17,0.17,0.09,0.04,0.01,1.23,0.48,0.86,0.04,0.07,0.07,0.1,0.01,0.05,0.15,0.09,0.09,0.01,0.13,0.1,0.08,0.02,0.01,0.01,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01,7.43,19.58,1.04,3.07,30.56,2.18,,,,0.71,4.28,2.17,0.09,15.58,2.59,2.57,0.48,0.02,0.47,0.06,0.05,,0.14,2.0,,0.75,,,,0.2,0.16,0.16,0.09,0.04,,1.16,0.47,0.85,0.05,0.07,0.07,0.11,,0.05,0.15,0.09,0.09,,0.13,0.09,0.07,0.02,,0.01,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02,7.26,19.47,1.05,3.01,30.63,2.09,,,,0.57,4.1,2.18,0.09,15.96,2.73,2.63,0.46,0.02,0.45,0.05,0.05,,0.16,2.15,,0.82,,,,0.19,0.16,0.16,0.09,0.04,,1.05,0.48,0.88,0.04,0.06,0.07,0.1,,0.04,0.16,0.09,0.09,,0.12,0.08,0.07,0.02,,0.01,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03,6.66,18.82,0.98,3.13,32.65,2.05,,,,0.54,4.1,2.11,0.08,14.27,2.94,2.46,0.47,0.01,0.46,0.05,0.04,,0.26,2.17,,1.01,,,,0.25,0.15,0.15,0.1,0.04,,1.13,0.58,1.14,0.04,0.06,0.09,0.11,,0.04,0.17,0.1,0.12,,0.16,0.08,0.08,0.02,,0.01,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.01,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04,6.47,18.8,1.02,3.07,32.34,2.09,,,,0.55,4.1,2.07,0.08,14.73,3.12,2.35,0.48,0.01,0.45,0.05,0.04,,0.26,2.25,,1.06,,,,0.23,0.14,0.14,0.11,0.04,,1.01,0.57,1.15,0.04,0.05,0.1,0.12,,0.04,0.19,0.12,0.13,,0.14,0.06,0.07,0.02,,0.01,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.01,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05,6.23,18.63,0.99,2.98,32.17,2.13,,,,0.62,3.98,2.01,0.07,15.49,3.25,2.46,0.46,0.01,0.43,0.05,0.03,,0.25,2.34,,1.05,,,,0.21,0.14,0.14,0.1,0.04,,0.89,0.54,1.13,0.04,0.05,0.1,0.12,,0.04,0.18,0.11,0.13,,0.13,0.06,0.06,0.01,,0.01,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.01,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06,5.42,20.33,0.88,2.95,32.49,2.11,,,,0.73,4.3,2.03,0.08,14.5,3.56,2.01,0.48,0.01,0.44,0.05,0.03,,0.25,2.18,,0.99,,,,0.21,0.12,0.09,0.1,0.04,,0.91,0.48,1.03,0.03,0.04,0.11,0.11,,0.03,0.19,0.12,0.14,,0.14,0.07,0.07,0.01,,0.01,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.01,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-07,5.36,19.89,0.8,2.77,32.19,2.2,,,,0.88,4.23,2.0,0.08,15.36,3.74,1.96,0.48,0.01,0.42,0.05,0.03,,0.24,2.24,,1.02,,,,0.2,0.11,0.07,0.11,0.04,,0.87,0.47,0.99,0.03,0.03,0.11,0.11,,0.03,0.21,0.13,0.14,,0.13,0.06,0.07,0.01,,0.01,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.01,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-08,5.09,20.07,0.68,2.66,32.17,2.23,,,,0.68,4.32,1.98,0.07,15.96,3.87,1.95,0.47,0.01,0.4,0.05,0.03,,0.22,2.24,,0.94,,,,0.2,0.1,0.06,0.1,0.04,,0.9,0.41,0.95,0.03,0.03,0.11,0.12,,0.03,0.18,0.12,0.13,,0.13,0.07,0.07,0.01,,0.01,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.01,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09,4.78,19.38,0.64,2.56,32.33,2.26,,,,0.38,4.18,1.99,0.06,17.1,3.83,2.14,0.46,0.01,0.37,0.04,0.03,,0.21,2.47,,0.92,,,,0.2,0.11,0.05,0.08,0.04,,0.9,0.38,0.96,0.03,0.04,0.11,0.11,,0.03,0.15,0.11,0.13,,0.13,0.08,0.07,0.01,,0.01,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.01,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-10,4.38,19.12,0.6,2.39,32.7,2.36,,,,0.37,4.04,1.91,0.08,16.06,3.69,2.1,0.49,0.01,0.35,0.04,0.02,,0.22,2.82,,1.35,,,,0.21,0.1,0.04,0.13,0.04,,0.94,0.72,1.04,0.03,0.03,0.13,0.11,,0.03,0.3,0.1,0.15,,0.16,0.09,0.1,0.01,,0.01,0.15,0.05,0.11,0.08,0.01,0.0,0.0,0.03,0.01,0.01,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11,3.84,18.85,0.56,2.37,34.09,2.28,,,,0.39,4.06,1.79,0.18,11.81,3.63,1.97,0.58,0.01,0.44,0.06,0.04,,0.38,2.82,,1.87,,,,0.25,0.09,0.03,0.23,0.03,,1.04,1.36,1.14,0.02,0.19,0.22,0.12,,0.03,0.91,0.1,0.17,,0.2,0.24,0.16,0.02,,0.01,0.3,0.31,0.24,0.18,0.07,0.08,0.07,0.03,0.01,0.01,0.02,0.05,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12,3.57,18.89,0.46,2.39,33.63,2.19,,,,0.39,3.89,1.74,0.43,10.31,3.68,2.03,0.62,0.01,0.56,0.08,0.05,,0.4,2.91,,2.11,,,,0.24,0.08,0.04,0.26,0.03,,0.97,1.63,1.17,0.02,0.41,0.23,0.12,,0.03,1.1,0.11,0.19,,0.2,0.35,0.16,0.06,,0.01,0.41,0.46,0.25,0.2,0.22,0.17,0.17,0.03,0.01,0.02,0.14,0.08,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01,3.41,19.73,0.45,2.3,33.71,2.12,,,,0.38,3.87,1.66,0.15,8.78,3.78,1.83,0.63,,0.56,0.08,0.05,,0.33,2.92,,2.16,,0.01,,0.24,0.07,0.05,0.27,0.03,,0.98,1.9,1.23,0.02,0.58,0.25,0.12,,0.03,1.32,0.11,0.2,,0.21,0.36,0.18,0.07,,0.01,0.42,0.5,0.23,0.19,0.2,0.22,0.21,0.03,0.01,0.03,0.12,0.1,0.07,0.0,0.13,0.02,0.08,0.02,0.05,0.05,0.06,0.01,0.01,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,,,,,,,,,,,,,,,,,,,,
2017-02,3.29,19.45,0.48,2.22,33.11,2.12,,,,0.38,3.75,1.64,0.21,8.22,3.95,1.76,0.62,,0.59,0.08,0.05,,0.31,3.08,,2.39,,0.01,,0.22,0.05,0.06,0.3,0.03,,0.9,2.14,1.25,0.02,0.58,0.26,0.11,,0.02,1.49,0.12,0.22,,0.21,0.32,0.18,0.08,,0.01,0.47,0.55,0.23,0.2,0.38,0.22,0.22,0.03,0.01,0.03,0.36,0.1,0.07,0.07,0.18,0.1,0.09,0.08,0.07,0.06,0.07,0.02,0.02,0.01,0.02,0.02,0.01,0.01,0.01,0.01,0.01,,,,,,,,,,,,,,,,,,,,
2017-03,2.97,19.5,0.39,2.13,33.16,2.13,,,,0.39,3.72,1.6,0.26,8.13,3.95,1.77,0.63,,0.58,0.08,0.05,,0.31,3.11,,2.59,,0.01,,0.23,0.06,0.06,0.3,0.03,,0.93,2.34,1.27,0.02,0.58,0.25,0.11,,0.02,1.63,0.12,0.23,,0.22,0.3,0.2,0.08,,0.01,0.47,0.54,0.22,0.21,0.2,0.23,0.22,0.03,0.01,0.03,0.27,0.1,0.07,0.12,0.17,0.1,0.08,0.1,0.08,0.06,0.08,0.03,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,,,,,,,,,,,,,,,,,,,,
2017-04,2.69,19.87,0.35,2.11,33.02,2.11,,,,0.36,3.64,1.56,0.27,7.79,4.15,1.62,0.64,,0.58,0.08,0.04,,0.3,3.07,,2.77,,0.01,,0.22,0.05,0.05,0.29,0.03,,0.92,2.51,1.29,0.02,0.66,0.28,0.12,,0.02,1.66,0.12,0.26,,0.23,0.36,0.21,0.08,,0.02,0.45,0.49,0.18,0.2,0.2,0.26,0.2,0.03,0.01,0.03,0.26,0.12,0.06,0.25,0.16,0.1,0.08,0.09,0.08,0.08,0.07,0.04,0.03,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,,,,,,,,,,,,,,,,,,,,
2017-05,2.7,19.32,0.34,2.04,33.17,2.1,,,,0.35,3.58,1.49,0.27,7.56,4.37,1.54,0.64,,0.57,0.08,0.04,,0.28,3.07,,3.06,,0.01,,0.21,0.04,0.05,0.29,0.03,,0.84,2.83,1.32,0.01,0.64,0.28,0.12,,0.02,1.74,0.12,0.26,,0.22,0.35,0.21,0.07,,0.01,0.47,0.49,0.17,0.2,0.21,0.24,0.19,0.03,0.01,0.03,0.26,0.12,0.06,0.43,0.16,0.1,0.09,0.09,0.08,0.08,0.07,0.04,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,,,,,,,,,,,,,,,,,,,,
2017-06,2.5,19.35,0.3,1.99,33.1,2.11,,,,0.34,3.65,1.46,0.29,7.37,4.48,1.48,0.66,,0.58,0.07,0.05,,0.27,3.09,,3.28,,0.01,,0.19,0.04,0.06,0.29,0.03,,0.8,2.97,1.29,0.01,0.59,0.27,0.1,,0.02,1.71,0.13,0.25,,0.22,0.29,0.21,0.07,,0.01,0.48,0.48,0.16,0.19,0.23,0.22,0.19,0.03,0.01,0.03,0.28,0.1,0.06,0.62,0.15,0.13,0.1,0.1,0.08,0.08,0.07,0.04,0.05,0.03,0.02,0.02,0.01,0.01,0.01,0.01,0.01,,,,,,,,,,,,,,,,,,,,
2017-07,2.42,18.78,0.3,1.93,33.4,2.19,,,,0.34,3.69,1.41,0.29,7.59,4.56,1.37,0.64,,0.57,0.07,0.05,,0.27,3.09,,3.55,,0.01,,0.18,0.03,0.06,0.3,0.03,,0.8,3.06,1.29,0.01,0.52,0.25,0.08,,0.02,1.63,0.13,0.23,,0.23,0.25,0.22,0.06,,0.01,0.47,0.43,0.14,0.18,0.23,0.23,0.18,0.03,0.01,0.03,0.3,0.08,0.05,0.78,0.18,0.15,0.12,0.09,0.08,0.07,0.07,0.04,0.04,0.04,0.02,0.02,0.01,0.01,0.01,0.01,0.01,,,,,,,,,,,,,,,,,,,,
2017-08,2.2,20.32,0.28,1.86,33.12,2.29,,,,0.33,3.82,1.38,0.29,6.97,4.7,1.23,0.66,,0.58,0.06,0.05,,0.28,2.91,,3.58,,0.01,,0.18,0.03,0.06,0.28,0.03,,0.8,2.98,1.2,0.01,0.48,0.25,0.1,,0.02,1.51,0.12,0.23,,0.24,0.22,0.22,0.06,,0.02,0.44,0.37,0.12,0.17,0.23,0.21,0.16,0.03,0.01,0.04,0.31,0.08,0.04,0.9,0.17,0.16,0.11,0.09,0.08,0.06,0.06,0.04,0.04,0.03,0.02,0.02,0.02,0.01,0.01,0.01,0.01,,,,,,,,,,,,,,,,,,,,
2017-09,2.07,19.37,0.27,1.88,33.71,2.31,,,,0.31,3.82,1.35,0.31,7.42,4.85,1.17,0.66,,0.61,0.06,0.04,,0.29,2.86,,3.59,,0.01,,0.17,0.03,0.06,0.25,0.03,,0.79,3.02,1.21,0.01,0.47,0.26,0.11,,0.02,1.39,0.11,0.24,,0.24,0.22,0.23,0.06,,0.02,0.41,0.34,0.11,0.15,0.25,0.21,0.15,0.03,0.01,0.05,0.34,0.07,0.04,0.97,0.17,0.17,0.13,0.08,0.09,0.06,0.06,0.04,0.04,0.03,0.02,0.02,0.02,0.01,0.01,0.01,0.01,,,,,,,,,,,,,,,,,,,,
2017-10,2.09,19.99,0.26,1.82,32.63,2.41,,,,0.32,3.58,1.24,0.31,7.48,5.06,1.14,0.64,,0.56,0.06,0.04,,0.26,2.79,,4.0,,0.01,,0.13,0.03,0.06,0.26,0.03,,0.6,3.28,1.16,0.01,0.49,0.29,0.12,,0.01,1.4,0.12,0.32,,0.19,0.22,0.19,0.06,,0.02,0.41,0.31,0.11,0.15,0.25,0.22,0.15,0.02,0.01,0.04,0.37,0.07,0.04,1.17,0.16,0.17,0.1,0.09,0.08,0.07,0.06,0.05,0.03,0.03,0.02,0.02,0.02,0.01,0.01,0.01,0.01,,,,,,,,,,,,,,,,,,,,
2017-11,1.96,20.34,0.22,1.78,31.88,2.54,,,,0.34,3.52,1.23,0.3,7.46,5.06,1.21,0.63,,0.49,0.05,0.04,,0.22,2.86,,4.38,,0.01,,0.13,0.04,0.05,0.27,0.03,,0.58,3.34,1.13,0.01,0.5,0.28,0.13,,0.01,1.38,0.12,0.32,,0.18,0.2,0.19,0.07,,0.02,0.44,0.33,0.11,0.16,0.25,0.21,0.16,0.02,0.01,0.03,0.37,0.07,0.05,1.33,0.15,0.18,0.08,0.1,0.08,0.07,0.06,0.06,0.03,0.03,0.02,0.02,0.02,0.01,0.01,0.01,0.01,,,,,,,,,,,,,,,,,,,,
2017-12,2.0,19.91,0.2,1.71,31.65,2.55,,,,0.4,3.48,1.19,0.3,7.68,4.96,1.26,0.63,,0.46,0.05,0.04,,0.21,2.94,,4.75,,0.01,,0.12,0.04,0.05,0.28,0.03,,0.56,3.42,1.13,0.01,0.51,0.26,0.12,,0.01,1.4,0.12,0.25,,0.18,0.18,0.2,0.07,,0.01,0.45,0.33,0.12,0.17,0.26,0.18,0.17,0.02,0.01,0.03,0.37,0.06,0.05,1.49,0.13,0.19,0.09,0.11,0.07,0.07,0.06,0.08,0.04,0.03,0.02,0.02,0.02,0.01,0.01,0.01,0.01,,,,,,,,,,,,,,,,,,,,
2018-01,2.04,19.64,0.18,1.71,31.81,2.64,,,,0.43,3.48,1.12,0.37,7.52,5.26,1.24,0.62,,0.46,0.05,0.04,,0.21,2.87,,4.85,,0.02,,0.12,0.04,0.05,0.27,0.03,,0.56,3.45,1.1,,0.49,0.26,0.12,,,1.35,0.12,0.19,,0.18,0.15,0.2,0.07,,0.01,0.46,0.32,0.11,0.16,0.26,0.15,0.17,,,0.03,0.38,0.06,0.05,1.62,0.13,0.2,0.08,0.11,0.08,0.06,0.07,0.08,0.04,0.03,0.02,0.02,0.02,,,,,0.0,0.01,0.01,,,,,,,,,,,,,,,,,
2018-02,1.71,20.15,0.17,1.64,31.94,2.59,,,,0.41,3.47,1.06,0.36,7.34,5.46,1.05,0.62,,0.45,0.05,0.03,,0.2,2.75,,5.11,,0.01,,0.11,0.03,0.06,0.26,0.02,,0.53,3.59,1.15,,0.47,0.26,0.11,,,1.28,0.12,0.15,,0.17,0.15,0.19,0.06,,0.01,0.42,0.28,0.09,0.16,0.25,0.15,0.15,,,0.03,0.38,0.05,0.04,1.71,0.14,0.18,0.1,0.1,0.07,0.06,0.07,0.07,0.04,0.04,0.02,0.02,0.02,,,,,0.0,0.01,0.01,,,,,,,,,,,,,,,,,
2018-03,1.6,20.83,0.16,1.6,31.14,2.66,,,,0.44,3.27,1.03,0.36,8.19,5.82,1.04,0.61,,0.49,0.05,0.03,,0.2,2.6,,4.97,,0.01,,0.08,0.03,0.06,0.25,0.03,,0.38,3.4,1.08,,0.44,0.27,0.13,,,1.22,0.11,0.16,,0.12,0.13,0.14,0.05,,0.01,0.42,0.27,0.09,0.15,0.26,0.14,0.15,,,0.03,0.42,0.05,0.04,1.75,0.16,0.21,0.1,0.1,0.08,0.06,0.08,0.07,0.05,0.05,0.02,0.02,0.02,,,,,0.0,0.01,0.01,,,,,,,,,,,,,,,,,
2018-04,1.73,19.23,0.16,1.57,30.76,2.68,,,,0.44,3.22,0.97,0.37,7.81,6.21,1.06,0.63,,0.47,0.05,0.03,,0.2,2.53,,6.12,,0.02,,0.05,0.04,0.07,0.22,0.03,,0.28,3.97,1.09,,0.39,0.26,0.12,,,1.29,0.13,0.16,,0.09,0.09,0.11,0.06,,0.01,0.45,0.27,0.09,0.16,0.33,0.09,0.16,,,0.03,0.53,0.03,0.04,1.96,0.17,0.25,0.1,0.11,0.07,0.04,0.09,0.07,0.05,0.06,0.02,0.02,0.02,,,,,0.02,0.02,0.01,,,,,,,,,,,,,,,,,
2018-05,1.52,18.97,0.12,1.5,30.15,2.81,,,,0.42,3.13,0.93,0.38,7.11,6.58,1.06,0.63,,0.47,0.04,0.03,,0.18,2.59,,7.02,,0.02,,0.04,0.03,0.07,0.24,0.03,,0.21,4.19,1.01,,0.48,0.27,0.11,,,1.33,0.13,0.17,,0.06,0.09,0.08,0.08,,0.01,0.49,0.28,0.09,0.16,0.35,0.1,0.17,,,0.03,0.55,0.03,0.04,2.22,0.17,0.3,0.08,0.12,0.06,0.04,0.1,0.08,0.05,0.06,0.02,0.02,0.02,,,,,0.04,0.02,0.01,,,,,,,,,,,,,,,,,
2018-06,1.44,18.91,0.11,1.46,30.66,2.88,,,,0.43,3.23,0.91,0.42,6.68,7.01,0.91,0.64,,0.49,0.03,0.03,,0.16,2.45,,7.02,,0.02,,0.05,0.03,0.06,0.22,0.03,,0.26,4.12,0.91,,0.52,0.27,0.09,,,1.24,0.13,0.15,,0.08,0.08,0.1,0.08,,0.01,0.46,0.24,0.07,0.15,0.36,0.1,0.16,,,0.03,0.51,0.03,0.04,2.28,0.23,0.31,0.05,0.1,0.06,0.04,0.1,0.07,0.08,0.06,0.02,0.02,0.02,,,,,0.04,0.02,0.02,,,,,,,,,,,,,,,,,
2018-07,1.33,19.4,0.1,1.42,30.7,2.81,,,,0.43,3.26,0.88,0.37,6.14,7.15,0.8,0.61,,0.62,0.03,0.03,,0.15,2.3,,7.34,,0.02,,0.05,0.03,0.07,0.2,0.02,,0.29,4.23,0.91,,0.51,0.28,0.08,,,1.19,0.13,0.16,,0.09,0.08,0.11,0.08,,0.01,0.43,0.22,0.07,0.14,0.33,0.1,0.15,,,0.03,0.47,0.03,0.04,2.45,0.21,0.29,0.05,0.09,0.06,0.04,0.1,0.07,0.06,0.06,0.02,0.02,0.02,,,,,0.04,0.02,0.01,,,,,,,,,,,,,,,,,
2018-08,1.29,20.45,0.09,1.4,30.9,2.68,,,,0.43,3.2,0.9,0.35,5.66,7.1,0.69,0.59,,0.61,0.03,0.03,,0.16,2.09,,7.12,,0.02,,0.07,0.03,0.06,0.17,0.02,,0.42,4.14,0.94,,0.52,0.33,0.09,,,1.06,0.11,0.31,,0.13,0.1,0.16,0.07,,0.01,0.39,0.2,0.06,0.13,0.32,0.14,0.13,,,0.03,0.46,0.03,0.03,2.46,0.19,0.27,0.04,0.08,0.06,0.05,0.09,0.06,0.06,0.05,0.02,0.02,0.02,,,,,0.04,0.02,0.01,,,,,,,,,,,,,,,,,
2018-09,1.24,20.66,0.08,1.36,30.8,2.67,,,,0.45,3.11,0.84,0.34,4.76,7.57,0.68,0.57,,0.58,0.03,0.03,,0.14,2.06,,7.39,,0.02,,0.05,0.03,0.06,0.17,0.02,,0.3,4.35,0.97,,0.55,0.41,0.11,,,1.03,0.1,0.45,,0.09,0.11,0.12,0.08,,0.01,0.38,0.19,0.06,0.12,0.34,0.16,0.13,,,0.03,0.48,0.04,0.03,2.63,0.18,0.27,0.03,0.08,0.05,0.05,0.09,0.06,0.06,0.05,0.02,0.02,0.02,,,,,0.04,0.02,0.01,,,,,,,,,,,,,,,,,
2018-10,1.25,22.34,0.07,1.29,30.07,2.78,,,,0.48,3.12,0.83,0.32,4.81,7.37,0.67,0.52,,0.58,0.03,0.03,,0.13,2.0,,7.26,,0.02,,0.05,0.03,0.06,0.16,0.02,,0.33,4.14,0.93,,0.5,0.36,0.1,,,0.93,0.1,0.45,,0.1,0.09,0.13,0.07,,0.01,0.34,0.17,0.05,0.11,0.34,0.14,0.12,,,0.03,0.45,0.03,0.03,2.69,0.16,0.27,0.03,0.08,0.05,0.04,0.08,0.05,0.06,0.05,0.02,0.02,0.02,,,,,0.04,0.02,0.01,,,,,,,,,,,,,,,,,
2018-11,1.29,24.44,0.07,0.84,28.34,3.02,,,,0.51,3.07,0.83,0.24,5.27,6.31,0.76,0.44,,0.37,0.02,0.02,,0.11,2.15,,7.83,,0.01,,0.06,0.04,0.04,0.16,0.02,,0.33,4.23,0.67,,0.53,0.27,0.06,,,0.85,0.08,0.34,,0.04,0.08,0.07,0.06,,0.01,0.35,0.17,0.05,0.09,0.3,0.1,0.13,,,0.02,0.47,0.02,0.03,3.42,0.14,0.3,0.03,0.09,0.04,0.03,0.07,0.06,0.07,0.05,0.01,0.01,0.01,,,,,0.05,0.02,0.01,,,,,,,,,,,,,,,,,
2018-12,1.21,21.98,0.06,0.83,30.91,2.75,,,,0.5,2.79,0.78,0.19,4.52,7.52,0.69,0.38,,0.22,0.01,0.02,,0.09,1.94,,8.44,,0.01,,0.06,0.03,0.03,0.14,0.02,,0.41,4.87,0.65,,0.48,0.23,0.05,,,0.71,0.07,0.52,,0.04,0.06,0.08,0.05,,0.01,0.3,0.14,0.05,0.07,0.26,0.08,0.11,,,0.01,0.43,0.01,0.02,3.3,0.13,0.27,0.02,0.08,0.03,0.02,0.06,0.06,0.06,0.04,0.01,0.01,0.01,,,,,0.04,0.02,0.01,,,,,,,,,,,,,,,,,
2019-01,1.16,22.85,0.06,0.79,32.16,2.72,,,,0.49,2.78,0.76,0.19,4.43,7.87,0.6,0.35,,0.2,0.01,0.01,,0.09,1.77,,7.88,,0.01,,0.07,0.03,0.03,0.12,0.02,,0.46,4.49,0.57,,0.4,0.16,0.05,,,0.6,0.06,0.5,,0.04,0.04,0.08,0.04,,,0.26,0.11,0.04,0.06,0.24,0.04,0.09,,,0.01,0.39,,0.02,3.04,0.13,0.24,0.02,0.07,0.03,,0.05,0.05,0.05,0.04,0.01,0.0,0.01,,,,,0.04,0.02,,0.0,0.0,0.0,0.01,0.01,0.0,,,,,,,,,,,
2019-02,1.19,23.28,0.05,0.75,31.52,2.77,,,,0.53,2.74,0.72,0.17,4.65,8.12,0.57,0.33,,0.19,0.01,0.01,,0.08,1.7,,8.03,,0.01,,0.06,0.03,0.03,0.11,0.02,,0.36,4.46,0.54,,0.37,0.13,0.05,,,0.58,0.06,0.52,,0.03,0.03,0.07,0.04,,,0.25,0.11,0.03,0.06,0.23,0.02,0.09,,,0.01,0.39,,0.02,3.12,0.15,0.24,0.02,0.06,0.02,,0.05,0.04,0.04,0.06,0.01,0.0,0.01,,,,,0.04,0.02,,0.0,0.0,0.0,0.01,0.01,0.0,,,,,,,,,,,
2019-03,1.19,22.4,0.06,1.15,31.77,2.72,,,,0.52,2.89,0.66,0.29,4.11,8.57,0.47,0.39,,0.33,0.02,0.02,,0.11,1.51,,7.52,,0.02,,0.06,0.02,0.05,0.1,0.02,,0.36,4.41,0.91,,0.36,0.19,0.1,,,0.68,0.09,0.6,,0.11,0.03,0.16,0.05,,,0.26,0.1,0.03,0.08,0.32,0.03,0.09,,,0.03,0.48,,0.02,2.65,0.15,0.25,0.02,0.05,0.03,,0.07,0.04,0.05,0.07,0.02,0.01,0.02,,,,,0.03,0.03,,0.02,0.0,0.0,0.02,0.01,0.02,,,,,,,,,,,
2019-04,1.13,22.76,0.06,1.14,32.16,2.62,,,,0.55,2.87,0.66,0.27,4.19,8.72,0.4,0.37,,0.34,0.02,0.02,,0.11,1.41,,7.21,,0.02,,0.07,0.02,0.05,0.09,0.02,,0.44,4.35,0.93,,0.33,0.17,0.09,,,0.63,0.09,0.6,,0.13,0.02,0.2,0.04,,,0.22,0.09,0.03,0.07,0.29,0.03,0.07,,,0.02,0.43,,0.02,2.58,0.15,0.23,0.03,0.04,0.03,,0.07,0.03,0.05,0.07,0.01,0.02,0.02,,,,,0.02,0.03,,0.03,0.0,0.0,0.02,0.01,0.02,,,,,,,,,,,
2019-05,1.13,22.66,0.05,1.11,31.55,2.68,,,,0.6,2.89,0.62,0.25,4.49,8.97,0.39,0.36,,0.32,0.02,0.02,,0.1,1.35,,7.46,,0.02,,0.05,0.02,0.05,0.09,0.02,,0.36,4.42,0.95,,0.31,0.15,0.08,,,0.62,0.08,0.61,,0.11,0.02,0.17,0.04,,,0.21,0.08,0.02,0.07,0.29,0.02,0.07,,,0.02,0.47,,0.02,2.73,0.11,0.23,0.03,0.04,0.03,,0.07,0.03,0.03,0.07,0.01,0.02,0.02,,,,,0.02,0.03,,0.03,0.0,0.0,0.02,0.01,0.02,,,,,,,,,,,
2019-06,1.12,22.04,0.04,1.01,31.98,2.69,,,,0.63,2.81,0.58,0.24,5.03,9.04,0.38,0.36,,0.3,0.01,0.02,,0.1,1.33,,7.39,,0.02,,0.06,0.02,0.04,0.08,0.01,,0.47,4.21,0.88,,0.32,0.13,0.07,,,0.6,0.07,0.6,,0.14,0.02,0.21,0.04,,,0.21,0.08,0.02,0.06,0.29,0.01,0.07,,,0.02,0.42,,0.02,2.82,0.14,0.23,0.02,0.04,0.03,,0.07,0.03,0.05,0.09,0.01,0.01,0.02,,,,,0.02,0.03,,0.04,0.0,0.0,0.02,0.01,0.02,,,,,,,,,,,
