Date,Nokia,Apple,RIM,Sony,Samsung,Motorola,Palm,T-Mobile,Nintendo,Google,LG,HTC,Other,Unknown,Huawei,Micromax,ZTE,Pantech,Alcatel,Acer,Kyocera,Casio,Vodafone,Lenovo,Dell,Xiaomi,Fujitsu,Sharp,Pandigital,Turkcell,Spice,Hisense,Coolpad,Archos,K-Touch,General Mobile,Oppo,Asus,HP,Lava,Wiko,bq,Kazam,Avea,BBK,Meizu,OnePlus,Celkon,Casper,AIS,Vestel,InFocus,RCA,Orange,Gionee,Lyf,Reliance Digital,LeEco,Infinix,True,Panasonic,Turk Telecom,White Label,Lanix,Tecno,i-Mobile,Yu,Mobicel,QMobile,Itel,Smartfren,Intex,Blu,dtac,Xolo,Karbonn,Condor,Symphony,MyPhone,BlackBerry,Caterpillar,Meisu,Eken,Cubot,Sunny,Comio,Neffos,Cherry Mobile,Realme,Opp,Vivo,Mobiistar,Smartisan,Sumsung,Honor,Infinex,CAT,Yxtel,Unimax,Reeder,TCL,Mixc,Vsmart,Jio,Cricket
2010-04,37.58,33.15,15.86,8.3,2.37,0.3,0.66,0.97,0.3,0.18,0.23,0.09,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-05,37.37,33.09,16.16,7.96,3.27,0.12,0.65,0.79,0.29,0.17,0.08,0.03,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-06,38.28,30.71,17.23,7.9,3.86,0.11,0.65,0.66,0.28,0.19,0.08,0.03,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-07,36.78,30.09,19.04,7.9,3.83,0.29,0.7,0.58,0.28,0.21,0.21,0.07,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-08,36.4,29.82,19.71,7.81,4.07,0.35,0.63,0.46,0.27,0.19,0.22,0.07,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09,38.06,26.72,20.99,7.84,4.53,0.4,0.5,0.35,0.17,0.17,0.18,0.06,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-10,37.81,26.5,21.51,7.81,4.68,0.42,0.45,0.29,0.15,0.16,0.16,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-11,36.54,25.72,22.6,7.04,5.59,1.37,0.4,0.24,0.15,0.15,0.15,0.04,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12,34.4,28.04,21.48,6.6,6.6,1.76,0.39,0.21,0.18,0.15,0.15,0.04,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01,35.58,30.2,18.15,6.26,7.06,1.62,0.35,0.17,0.2,0.14,0.17,0.09,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-02,36.36,29.83,17.64,6.23,7.36,1.52,0.3,0.14,0.16,0.13,0.18,0.15,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-03,36.51,29.76,17.22,6.16,7.88,1.47,0.26,0.11,0.17,0.13,0.17,0.17,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-04,37.88,28.6,16.6,6.1,8.56,1.31,0.22,0.1,0.16,0.11,0.17,0.18,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-05,38.39,27.63,16.2,5.99,9.65,1.04,0.19,0.33,0.14,0.1,0.16,0.18,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-06,41.34,25.11,15.23,5.64,10.77,0.92,0.15,0.29,0.13,0.1,0.16,0.17,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-07,40.23,25.22,15.72,5.49,11.49,0.84,0.14,0.26,0.12,0.17,0.16,0.18,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-08,40.18,24.65,15.05,5.37,12.84,0.81,0.12,0.19,0.12,0.33,0.15,0.19,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-09,40.04,27.06,13.7,4.69,12.73,0.69,0.12,0.07,0.11,0.33,0.15,0.3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-10,36.08,28.78,11.64,4.32,12.64,0.62,0.11,0.16,0.13,0.31,1.62,3.57,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-11,36.74,29.07,10.15,4.05,13.1,0.76,0.09,0.1,0.12,0.28,1.79,3.75,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12,39.43,27.06,9.29,4.11,13.63,0.74,0.08,0.08,0.18,0.26,1.72,3.43,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-01,37.67,28.67,8.3,3.92,14.84,0.69,0.06,0.07,0.24,0.26,1.83,3.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-02,35.96,30.58,8.14,3.72,14.91,0.67,0.06,0.06,0.19,0.26,1.95,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-03,32.51,24.87,6.7,3.29,14.02,0.52,0.04,0.04,0.19,0.22,1.53,2.78,0.0,13.23,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-04,29.25,21.47,5.63,2.92,14.03,0.91,0.03,0.03,0.18,0.33,1.41,2.99,0.0,20.33,0.36,0.0,0.05,0.03,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-05,30.35,22.04,5.47,3.01,17.13,1.81,0.02,0.03,0.19,0.35,1.9,4.18,0.01,12.37,0.49,0.0,0.29,0.15,0.04,0.0,0.03,0.04,0.02,0.0,0.02,0.0,0.01,0.01,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06,30.65,24.56,5.3,3.06,17.92,1.93,0.02,0.03,0.19,0.4,2.0,4.34,0.01,8.21,0.57,0.03,0.34,0.18,0.05,0.0,0.05,0.04,0.02,0.01,0.03,0.01,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-07,28.05,25.43,5.0,3.11,19.46,2.02,0.02,0.03,0.23,0.41,2.21,4.41,0.01,7.69,0.62,0.43,0.38,0.19,0.07,0.0,0.04,0.04,0.02,0.02,0.03,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-08,27.69,24.49,4.69,3.16,20.64,2.0,0.02,0.02,0.23,0.43,2.18,4.38,0.0,7.83,0.68,0.55,0.41,0.18,0.08,0.1,0.04,0.04,0.02,0.03,0.03,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09,27.52,23.64,4.6,3.15,21.47,2.07,0.01,0.02,0.2,0.43,2.19,4.26,0.0,8.09,0.69,0.58,0.42,0.17,0.1,0.1,0.05,0.04,0.03,0.04,0.03,0.02,0.02,0.02,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10,26.93,23.73,4.36,3.08,21.79,1.99,0.01,0.02,0.18,0.43,2.25,4.05,0.0,8.79,0.7,0.6,0.42,0.19,0.1,0.1,0.05,0.04,0.04,0.04,0.03,0.02,0.02,0.02,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-11,26.31,23.81,4.0,3.02,21.91,1.9,0.01,0.02,0.19,0.43,2.37,3.87,0.0,9.71,0.73,0.61,0.41,0.21,0.11,0.1,0.07,0.04,0.04,0.04,0.02,0.02,0.02,0.01,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-12,25.97,23.27,3.61,2.87,22.94,1.79,0.01,0.02,0.18,0.43,2.5,3.61,0.07,10.13,0.74,0.64,0.41,0.31,0.12,0.11,0.08,0.04,0.05,0.05,0.02,0.03,0.01,0.01,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-01,22.15,25.86,3.48,2.78,22.69,1.81,,0.02,0.19,0.46,2.79,3.69,0.04,10.95,0.85,0.57,0.48,0.43,0.13,0.13,0.1,0.04,0.05,0.14,0.02,0.05,0.02,,,0.09,0.0,0.0,0.0,0.01,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-02,21.28,27.22,3.42,2.77,23.04,1.75,,0.01,0.19,0.44,2.84,3.45,0.04,10.7,0.78,0.6,0.42,0.37,0.14,0.13,0.1,0.04,0.05,0.06,0.02,0.03,0.02,,,0.09,0.0,0.0,0.0,0.01,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03,21.15,27.16,3.39,2.86,24.32,1.81,,0.01,0.21,0.5,2.7,3.37,0.04,9.63,0.8,0.63,0.45,0.27,0.15,0.09,0.11,0.04,0.05,0.07,0.02,0.04,0.01,,,0.08,0.0,0.02,0.0,0.01,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-04,20.91,26.48,3.4,2.82,25.0,1.71,,0.01,0.2,0.51,2.76,3.19,0.03,10.06,0.78,0.7,0.44,0.27,0.16,0.07,0.11,0.03,0.05,0.08,0.02,0.04,0.01,,,0.11,0.0,0.03,0.01,0.01,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-05,21.17,25.87,3.63,2.75,25.39,1.58,,0.01,0.14,0.51,2.77,3.03,0.03,10.05,0.77,0.83,0.43,0.27,0.18,0.07,0.1,0.03,0.05,0.1,0.01,0.04,0.01,,,0.1,0.0,0.04,0.01,0.01,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06,21.96,25.09,3.62,2.65,25.47,1.45,,0.01,0.14,0.49,2.59,2.93,0.03,10.33,0.78,0.99,0.42,0.21,0.21,0.06,0.11,0.03,0.05,0.13,0.01,0.04,0.01,,,0.09,0.0,0.04,0.02,0.01,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07,21.75,24.74,3.67,2.45,25.19,1.4,,0.01,0.13,0.5,2.74,2.85,0.04,11.09,0.79,1.14,0.42,0.26,0.24,0.07,0.11,0.02,0.05,0.14,0.01,0.03,0.01,,,0.07,0.0,0.04,0.02,0.01,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08,21.66,23.39,3.75,2.34,25.69,1.22,,0.01,0.09,0.49,2.78,2.73,0.04,12.1,0.81,1.3,0.42,0.25,0.25,0.07,0.1,0.02,0.05,0.2,0.01,0.04,0.01,,,0.07,0.0,0.05,0.02,0.01,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09,21.61,22.68,3.75,2.21,26.16,1.11,,0.01,0.07,0.46,2.78,2.6,0.03,12.89,0.79,1.34,0.37,0.24,0.25,0.07,0.09,0.02,0.06,0.21,0.01,0.03,0.01,,,0.07,0.0,0.04,0.02,0.01,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-10,22.31,20.5,3.81,2.15,25.54,0.98,,0.01,0.05,0.42,2.84,2.39,0.02,15.22,0.82,1.34,0.36,0.21,0.31,0.06,0.09,0.02,0.07,0.28,0.01,0.03,0.01,,,0.07,0.0,0.04,0.01,0.01,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11,21.01,21.9,3.91,2.05,27.11,1.01,,0.01,0.05,0.43,2.84,2.41,0.05,12.87,0.85,1.6,0.38,0.17,0.33,0.07,0.09,0.02,0.08,0.27,0.01,0.05,0.01,,,0.08,0.23,0.04,0.01,0.01,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12,20.18,21.79,3.71,1.88,27.48,0.95,,0.01,0.04,0.41,2.81,2.33,0.07,13.62,0.9,1.79,0.39,0.15,0.35,0.07,0.1,0.02,0.08,0.33,0.01,0.06,0.01,,,0.09,0.3,0.04,0.02,0.01,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01,18.42,23.52,3.12,1.97,27.85,0.89,,,0.04,0.44,2.99,2.28,0.05,13.56,0.95,1.78,0.39,0.16,0.36,0.07,0.1,,0.08,0.36,,0.07,,,,0.09,0.32,0.03,0.02,0.02,0.01,0.01,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-02,17.27,22.94,2.7,2.65,30.4,1.1,,,0.03,0.53,3.07,2.25,0.05,11.43,0.98,1.81,0.39,0.14,0.4,0.07,0.09,,0.11,0.4,,0.08,,,,0.11,0.3,0.02,0.03,0.02,0.01,0.52,0.02,0.0,0.05,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03,16.37,23.57,2.58,2.93,30.57,1.39,,,0.03,0.56,3.14,2.2,0.05,10.85,1.03,1.89,0.4,0.12,0.46,0.07,0.09,,0.1,0.44,,0.06,,,,0.1,0.3,0.04,0.02,0.02,0.01,0.49,0.04,0.0,0.04,0.0,0.0,0.0,0.02,0.01,0.0,0.01,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-04,15.61,23.21,2.23,3.11,31.59,1.44,,,0.03,0.59,3.16,2.25,0.05,10.51,1.1,1.88,0.44,0.1,0.49,0.08,0.08,,0.11,0.49,,0.08,,,,0.12,0.3,0.04,0.03,0.02,0.01,0.65,0.05,0.0,0.05,0.0,0.01,0.0,0.03,0.02,0.0,0.01,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-05,14.44,23.21,1.96,3.18,32.79,1.76,,,0.03,0.61,3.38,2.19,0.05,10.3,1.17,1.84,0.42,0.09,0.49,0.09,0.08,,0.12,0.51,,0.08,,,,0.1,0.29,0.04,0.03,0.03,0.01,0.56,0.05,0.0,0.05,0.0,0.01,0.0,0.03,0.02,0.01,0.01,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06,13.34,24.25,1.94,3.19,32.6,1.63,,,0.03,0.62,3.36,2.26,0.05,10.31,1.28,1.92,0.43,0.08,0.52,0.1,0.08,,0.11,0.56,,0.08,,,,0.09,0.28,0.05,0.04,0.03,0.01,0.57,0.06,0.0,0.05,0.0,0.01,0.0,0.03,0.02,0.01,0.01,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07,12.64,24.87,1.73,3.47,32.55,1.76,,,0.03,0.67,3.4,2.27,0.07,10.04,1.29,1.96,0.38,0.07,0.54,0.1,0.07,,0.11,0.55,,0.14,,,,0.07,0.27,0.04,0.04,0.03,0.01,0.48,0.07,0.03,0.06,0.05,0.06,0.02,0.03,0.02,0.01,0.01,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08,12.54,23.55,1.66,3.47,32.77,1.88,,,0.02,0.64,3.49,2.31,0.07,10.33,1.3,2.16,0.41,0.07,0.54,0.09,0.09,,0.11,0.62,,0.19,,,,0.11,0.31,0.07,0.05,0.03,0.01,0.61,0.11,0.11,0.06,0.06,0.05,0.03,0.03,0.03,0.01,0.01,0.0,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09,11.97,24.72,1.64,3.42,33.13,2.01,,,0.02,0.64,3.55,2.3,0.06,9.13,1.33,2.13,0.41,0.06,0.52,0.09,0.09,,0.12,0.64,,0.22,,,,0.14,0.3,0.07,0.05,0.03,0.01,0.63,0.14,0.14,0.06,0.06,0.04,0.03,0.02,0.03,0.01,0.01,0.01,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10,10.3,25.96,1.34,3.62,33.68,2.29,,,0.02,0.63,3.8,2.26,0.08,8.47,1.44,1.91,0.46,0.05,0.57,0.09,0.08,,0.14,0.61,,0.28,,,,0.18,0.25,0.06,0.04,0.05,0.01,0.69,0.13,0.16,0.07,0.06,0.07,0.06,0.02,0.03,0.02,0.02,0.02,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11,10.55,23.02,1.36,3.69,33.86,2.85,,,0.02,0.59,4.11,2.22,0.11,9.33,1.44,2.15,0.47,0.05,0.54,0.09,0.09,,0.14,0.69,,0.36,,,,0.2,0.28,0.08,0.05,0.04,0.01,0.79,0.18,0.22,0.07,0.07,0.06,0.07,0.02,0.03,0.03,0.02,0.03,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12,10.9,23.51,1.38,3.64,33.0,2.58,,,0.02,0.58,4.01,2.3,0.15,9.37,1.46,2.15,0.49,0.04,0.6,0.08,0.11,,0.13,0.77,,0.43,,,,0.15,0.28,0.1,0.06,0.04,0.01,0.65,0.22,0.3,0.06,0.1,0.07,0.07,0.02,0.02,0.04,0.02,0.04,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01,11.24,22.75,1.36,3.6,32.21,2.28,,,0.02,0.59,4.01,2.37,0.05,9.69,1.57,2.3,0.52,0.05,0.66,0.08,0.1,,0.13,0.93,,0.52,,0.02,,0.2,0.28,0.11,0.07,0.04,0.02,0.88,0.27,0.43,0.07,0.13,0.06,0.06,0.02,0.03,0.05,0.03,0.06,0.01,0.06,0.0,0.01,0.02,0.03,0.02,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02,10.25,23.17,1.25,3.62,32.0,2.29,,,0.02,0.57,4.19,2.42,0.05,9.61,1.65,2.23,0.58,0.05,0.71,0.07,0.1,,0.14,1.0,,0.6,,0.02,,0.24,0.25,0.11,0.08,0.04,0.02,1.05,0.31,0.53,0.07,0.12,0.06,0.06,0.02,0.04,0.05,0.04,0.07,0.01,0.08,0.02,0.02,0.03,0.04,0.02,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03,9.68,22.64,1.25,3.62,32.09,2.3,,,0.02,0.58,4.18,2.41,0.05,10.06,1.69,2.44,0.58,0.04,0.71,0.07,0.1,,0.13,1.06,,0.63,,0.02,,0.24,0.24,0.12,0.09,0.04,0.02,1.1,0.35,0.6,0.07,0.13,0.07,0.08,0.02,0.05,0.06,0.05,0.08,0.02,0.1,0.05,0.03,0.02,0.03,0.02,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04,9.86,20.78,1.27,3.69,32.26,2.32,,,0.01,0.65,4.21,2.41,0.05,10.85,1.78,2.49,0.59,0.04,0.7,0.07,0.09,,0.14,1.14,,0.63,,0.02,,0.25,0.24,0.13,0.09,0.04,0.01,1.19,0.4,0.67,0.06,0.13,0.07,0.08,0.02,0.05,0.07,0.05,0.09,0.01,0.11,0.07,0.04,0.02,0.02,0.02,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05,9.76,20.22,1.19,3.65,32.2,2.29,,,0.01,0.7,4.18,2.35,0.07,11.29,1.83,2.56,0.6,0.03,0.67,0.07,0.09,,0.13,1.2,,0.72,,0.02,,0.25,0.23,0.13,0.11,0.04,0.02,1.2,0.46,0.7,0.06,0.13,0.07,0.09,0.02,0.05,0.09,0.06,0.09,0.02,0.12,0.09,0.06,0.03,0.02,0.02,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06,9.58,20.22,1.32,3.49,31.57,2.25,,,0.01,0.63,4.14,2.28,0.06,12.2,1.88,2.69,0.58,0.03,0.64,0.07,0.09,,0.13,1.3,,0.79,,0.02,,0.24,0.23,0.14,0.11,0.03,0.02,1.14,0.47,0.7,0.06,0.12,0.07,0.07,0.02,0.05,0.09,0.07,0.09,0.01,0.12,0.08,0.06,0.03,0.02,0.02,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07,9.13,20.41,1.25,3.36,31.4,2.13,,,0.01,0.87,4.21,2.27,0.06,12.33,1.94,2.55,0.58,0.03,0.62,0.06,0.08,,0.13,1.41,,0.8,,0.02,,0.28,0.21,0.14,0.13,0.03,0.02,1.37,0.47,0.71,0.05,0.1,0.07,0.06,0.02,0.06,0.12,0.07,0.09,0.01,0.15,0.07,0.08,0.03,0.01,0.01,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08,8.61,19.03,1.42,3.26,31.73,2.08,,,0.01,0.79,4.1,2.19,0.06,13.3,2.14,2.6,0.57,0.03,0.58,0.06,0.07,,0.15,1.53,,0.92,,0.02,,0.29,0.2,0.17,0.15,0.03,0.02,1.44,0.55,0.8,0.05,0.1,0.06,0.07,0.01,0.06,0.17,0.1,0.08,0.01,0.16,0.09,0.09,0.02,0.01,0.01,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09,8.32,18.14,1.32,3.24,32.52,2.11,,,0.01,0.83,4.15,2.19,0.06,13.56,2.16,2.64,0.56,0.02,0.57,0.06,0.07,,0.16,1.62,,0.78,,0.01,,0.28,0.19,0.2,0.11,0.03,0.01,1.49,0.54,0.87,0.05,0.09,0.06,0.07,0.01,0.06,0.16,0.09,0.08,0.01,0.17,0.13,0.09,0.02,0.01,0.01,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10,8.36,17.7,1.16,3.25,32.64,2.12,,,0.01,0.91,4.26,2.23,0.06,13.64,2.21,2.62,0.56,0.02,0.54,0.06,0.06,,0.17,1.67,,0.74,,0.01,,0.29,0.19,0.18,0.11,0.03,0.01,1.65,0.5,0.88,0.05,0.09,0.07,0.08,0.01,0.07,0.15,0.08,0.08,0.01,0.18,0.13,0.1,0.02,0.01,0.01,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
